GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,CTY_SUBA,PLACEA,TRACTA,BLCK_GRPA,C_CITYA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,TRBL_SUBA,AITS,ANRCA,CBSAA,CSAA,METDIVA,MEMI,NECTAA,C_NECTAA,NECTADIVA,URB_AREAA,CDA,STLEG_UPA,STLEG_LOA,ZCTAA,SUBMCDA,SD_ELMA,SD_SECA,SD_UNIA,UR,PCI,PUMAA,GEOID,TRBL_CTA,TRBL_BGA,NAME_E,AMRZE001,AMRZE002,AMRZE003,AMRZE004,AMRZE005,AMRZE006,AMRZE007,AMRZE008,AMRZE009,AMRZE010,AMRZE011,AMRZE012,AMRZE013,AMRZE014,AMRZE015,AMRZE016,AMRZE017,AMRZE018,AMRZE019,AMRZE020,AMRZE021,AMRZE022,AMRZE023,AMRZE024,AMRZE025,AMR7E001,AMR7E002,AMR7E003,AMR7E004,AMR7E005,AMR7E006,AMR7E007,AMR7E008,AMR7E009,AMR7E010,AMR7E011,AMR7E012,AMR7E013,AMR7E014,AMR7E015,AMR7E016,AMR7E017,AMR8E001,AMUDE001,AMWBE001,NAME_M,AMRZM001,AMRZM002,AMRZM003,AMRZM004,AMRZM005,AMRZM006,AMRZM007,AMRZM008,AMRZM009,AMRZM010,AMRZM011,AMRZM012,AMRZM013,AMRZM014,AMRZM015,AMRZM016,AMRZM017,AMRZM018,AMRZM019,AMRZM020,AMRZM021,AMRZM022,AMRZM023,AMRZM024,AMRZM025,AMR7M001,AMR7M002,AMR7M003,AMR7M004,AMR7M005,AMR7M006,AMR7M007,AMR7M008,AMR7M009,AMR7M010,AMR7M011,AMR7M012,AMR7M013,AMR7M014,AMR7M015,AMR7M016,AMR7M017,AMR8M001,AMUDM001,AMWBM001
"G4801050","2016-2020","TX",,,"Texas","48","Crockett County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48105",,,"Crockett County, Texas",2471,6,0,0,0,0,53,3,3,0,12,0,173,175,48,55,1066,107,127,324,80,130,109,0,0,1394,42,108,73,155,15,134,46,84,59,208,142,166,105,0,57,0,46695,1963,102200,"Crockett County, Texas",288,14,14,14,14,14,55,7,8,14,20,14,142,127,44,47,346,70,91,138,80,110,88,14,14,158,49,80,73,111,23,91,52,76,62,124,97,95,63,14,53,14,9216,133,28992
"G4801070","2016-2020","TX",,,"Texas","48","Crosby County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48107",,,"Crosby County, Texas",3746,95,0,6,0,4,47,18,38,124,25,71,110,128,161,65,916,311,249,582,239,424,117,11,5,2107,245,108,83,184,102,153,138,91,95,198,165,290,108,43,31,73,42470,2909,61300,"Crosby County, Texas",65,41,20,10,20,10,36,13,25,52,21,32,57,58,53,36,127,90,60,103,72,87,52,15,8,105,81,41,38,56,55,57,59,35,40,56,58,77,43,20,21,38,4955,29,4763
"G4801090","2016-2020","TX",,,"Texas","48","Culberson County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48109",,,"Culberson County, Texas",1416,34,0,1,37,0,47,34,31,110,11,50,15,45,54,21,433,25,0,173,62,211,1,8,13,668,63,41,82,75,47,27,34,18,7,101,39,79,55,0,0,0,34853,1037,63700,"Culberson County, Texas",283,34,14,2,58,14,43,46,27,74,17,45,23,36,39,22,178,34,14,100,74,102,2,12,22,179,40,29,54,64,30,25,29,28,13,69,33,61,43,14,14,14,11780,185,9283
"G4801110","2016-2020","TX",,,"Texas","48","Dallam County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48111",,,"Dallam County, Texas",4415,386,0,0,0,0,10,48,0,176,93,162,170,179,87,97,937,320,328,582,89,586,154,0,11,2344,37,67,113,214,26,119,247,99,26,267,372,389,140,66,82,80,58956,2952,95000,"Dallam County, Texas",143,255,20,20,20,20,16,63,20,127,96,81,125,145,73,76,222,139,139,206,57,163,143,20,19,199,28,61,78,115,25,64,144,50,29,127,135,132,104,50,63,51,4219,26,10368
"G4801130","2016-2020","TX",,,"Texas","48","Dallas County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48113",,,"Dallas County, Texas",1686671,46048,382,516,2561,5508,13419,6381,9565,56448,11764,26863,54143,31236,32054,34577,324101,56272,87771,240083,99082,344893,144553,39704,18747,945996,53228,32848,35045,41831,40969,47621,43482,45626,39314,78876,99072,119899,82285,53828,56358,75714,61870,1027813,193900,"Dallas County, Texas",49,2269,143,196,509,770,1401,795,940,2741,953,1579,2276,1739,1777,1905,5255,2366,2751,4099,3141,5056,3399,1693,1291,2684,1894,1733,1600,1742,1987,2029,1841,1823,1843,2588,3063,2468,2457,2099,2009,1974,471,656,1816
"G4801150","2016-2020","TX",,,"Texas","48","Dawson County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48115",,,"Dawson County, Texas",8098,438,8,0,18,37,78,95,23,192,73,265,401,189,324,161,2076,649,632,931,337,942,167,43,19,4430,368,354,529,471,155,192,137,104,299,312,362,385,270,214,117,161,40469,5171,80100,"Dawson County, Texas",124,138,14,22,16,33,51,69,18,83,57,111,109,59,111,65,295,139,136,172,113,207,64,38,30,172,122,122,166,160,70,95,71,64,126,112,102,105,88,121,56,70,9069,68,8276
"G4801170","2016-2020","TX",,,"Texas","48","Deaf Smith County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48117",,,"Deaf Smith County, Texas",10956,421,0,0,68,179,148,69,42,438,326,201,240,283,436,138,3305,833,669,1402,443,934,235,69,77,6053,297,237,253,287,465,336,465,363,334,617,465,837,505,263,207,122,49790,7079,91800,"Deaf Smith County, Texas",73,130,22,22,63,108,96,56,50,164,130,139,114,113,160,78,477,203,187,294,145,238,76,65,71,215,88,106,117,98,168,141,183,151,119,200,131,176,169,101,109,62,4707,53,6262
"G4801190","2016-2020","TX",,,"Texas","48","Delta County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48119",,,"Delta County, Texas",3605,69,0,0,0,0,16,5,0,11,17,20,84,129,49,54,961,260,384,460,307,504,245,4,26,2066,132,206,67,59,114,105,197,115,39,121,188,233,212,70,111,97,49868,2496,107600,"Delta County, Texas",62,72,20,20,20,20,35,11,20,16,16,19,41,95,28,39,160,104,119,121,90,142,98,9,31,189,48,113,38,32,82,50,93,58,23,54,77,85,89,47,60,61,10983,132,16870
"G4801210","2016-2020","TX",,,"Texas","48","Denton County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48121",,,"Denton County, Texas",569381,8447,112,303,170,454,399,635,731,3792,694,3163,5832,4424,4385,7649,85128,15139,37727,87166,42502,175253,67603,10133,7540,300585,9279,5833,6199,7157,8655,9724,8676,10890,9619,20533,27742,39483,33192,25718,36388,41497,90354,318269,297100,"Denton County, Texas",120,1044,93,198,131,323,172,272,221,763,207,596,976,623,532,731,2811,1014,1760,2922,1992,3179,2640,772,697,1176,825,632,702,661,725,884,767,1089,930,1199,1409,1912,1476,1327,1588,1490,1531,269,2561
"G4801230","2016-2020","TX",,,"Texas","48","DeWitt County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48123",,,"DeWitt County, Texas",14309,210,0,0,12,61,44,25,61,241,92,322,444,358,426,163,4392,1328,834,2400,1149,1309,309,83,46,6823,450,514,406,299,316,465,260,424,162,472,724,737,673,384,253,284,53815,9253,121900,"DeWitt County, Texas",76,82,26,26,17,47,37,36,41,129,49,95,136,123,121,71,362,170,208,282,241,183,101,49,43,260,123,141,141,135,136,129,99,146,78,115,162,153,157,97,69,94,6660,94,22703
"G4801250","2016-2020","TX",,,"Texas","48","Dickens County","125",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48125",,,"Dickens County, Texas",1623,35,0,0,5,0,0,11,21,0,0,41,58,44,91,16,457,84,113,234,111,185,78,23,16,861,116,63,45,28,67,38,63,36,38,68,57,93,52,41,33,23,41141,1363,53100,"Dickens County, Texas",72,24,14,14,9,14,14,16,33,14,14,22,30,28,49,15,88,33,43,64,47,56,35,15,14,79,60,32,20,14,28,19,28,22,25,37,23,34,27,25,21,20,7958,84,7119
"G4801270","2016-2020","TX",,,"Texas","48","Dimmit County","127",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48127",,,"Dimmit County, Texas",6460,442,0,0,0,86,82,40,196,299,218,247,215,97,124,37,1350,622,414,830,202,522,337,70,30,3178,642,143,354,399,128,93,74,56,56,249,240,237,208,151,128,20,25996,4454,61300,"Dimmit County, Texas",250,193,22,22,22,85,61,41,118,185,142,142,167,68,124,56,278,261,270,275,104,210,149,50,43,254,289,81,173,207,91,73,84,46,70,107,151,117,124,111,125,26,12247,41,13623
"G4801290","2016-2020","TX",,,"Texas","48","Donley County","129",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48129",,,"Donley County, Texas",2206,19,0,0,0,0,0,0,4,48,4,0,26,49,60,22,544,106,217,525,183,283,102,11,3,1344,86,66,59,72,92,45,85,90,50,145,190,175,48,52,64,25,51875,2150,70200,"Donley County, Texas",104,15,14,14,14,14,14,14,8,50,5,14,25,39,47,18,91,50,66,101,64,73,36,12,4,104,54,36,31,28,43,24,46,34,32,46,66,67,21,27,34,18,7292,50,14664
"G4801310","2016-2020","TX",,,"Texas","48","Duval County","131",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48131",,,"Duval County, Texas",7136,153,0,0,29,42,18,55,86,251,208,301,311,282,172,201,1872,297,634,1043,527,382,263,9,0,3407,354,278,166,251,161,196,148,134,154,328,339,382,337,42,97,40,45349,5591,61800,"Duval County, Texas",279,87,22,22,41,36,24,66,58,121,104,152,122,123,59,111,290,77,279,237,196,141,131,16,22,268,133,107,85,117,89,104,81,94,81,117,111,131,168,47,68,38,7591,38,9384
"G4801330","2016-2020","TX",,,"Texas","48","Eastland County","133",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48133",,,"Eastland County, Texas",12555,204,0,0,27,4,21,18,43,157,79,137,203,434,339,192,3061,837,1047,2135,1201,1511,626,146,133,7017,760,493,446,603,313,386,389,356,262,409,476,978,445,179,227,295,41559,10413,82600,"Eastland County, Texas",158,107,22,22,61,7,35,31,38,122,54,80,92,194,140,97,405,213,225,392,308,384,222,112,90,357,215,161,144,203,111,123,156,168,110,127,182,227,164,89,135,136,4634,80,11512
"G4801350","2016-2020","TX",,,"Texas","48","Ector County","135",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48135",,,"Ector County, Texas",96782,2344,0,8,88,385,776,428,561,2276,821,1920,2482,3163,4501,2940,21965,7219,8144,13844,6846,11342,3518,791,420,53602,3700,1594,1819,2566,2296,2663,2681,2020,1905,4376,5109,6933,5674,3227,4508,2531,63096,59155,147900,"Ector County, Texas",246,433,33,12,62,273,361,198,243,455,263,473,522,590,844,701,1475,1006,831,1159,908,1177,583,295,164,681,669,331,338,452,429,471,581,343,373,635,585,735,706,491,671,525,2438,118,6642
"G4801370","2016-2020","TX",,,"Texas","48","Edwards County","137",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48137",,,"Edwards County, Texas",1301,77,0,0,0,12,18,0,0,27,12,35,65,24,27,4,284,90,109,194,86,196,41,0,0,787,28,68,27,63,106,27,47,117,0,106,47,37,41,0,34,39,40643,1658,71800,"Edwards County, Texas",144,60,14,14,14,19,20,14,14,28,20,31,56,24,27,9,124,46,61,94,49,71,34,14,14,115,30,51,33,42,69,24,38,113,14,51,60,32,67,14,39,40,7115,110,11222
"G4801390","2016-2020","TX",,,"Texas","48","Ellis County","139",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48139",,,"Ellis County, Texas",115775,1805,0,48,83,50,457,199,161,1802,597,1070,2465,1742,2661,2362,26046,5694,10339,19812,9109,19952,7717,1034,570,59399,1899,1738,1157,2282,2095,2340,1722,1914,1788,4200,6554,8874,7616,5223,5351,4646,79834,63684,214500,"Ellis County, Texas",95,378,33,66,87,38,174,111,86,370,335,299,453,329,540,444,1075,599,862,1073,763,1342,732,219,149,599,327,367,234,404,442,496,324,357,308,399,554,662,671,586,504,503,2330,105,6495
"G4801410","2016-2020","TX",,,"Texas","48","El Paso County","141",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48141",,,"El Paso County, Texas",514164,16216,197,80,875,2001,4405,3063,4172,21657,3002,7702,14938,7629,8600,13673,89190,29877,32454,85013,45877,82646,30404,6252,4241,273662,24126,15604,17079,15359,15282,14325,13798,13827,11021,23546,27879,30289,21783,10691,11054,7999,48292,299067,126500,"El Paso County, Texas",159,1149,92,55,244,440,575,454,667,1380,467,950,1081,908,841,1447,2907,1748,1490,2375,2281,2855,1547,688,1216,1465,1266,1227,1074,959,1000,1054,1095,1238,910,1607,1391,1619,1345,1029,950,743,1043,323,2045
"G4801430","2016-2020","TX",,,"Texas","48","Erath County","143",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48143",,,"Erath County, Texas",24555,724,0,0,60,15,88,12,188,190,30,138,250,402,346,699,4983,1384,1868,3352,1729,5459,2049,302,287,14263,1141,457,828,775,671,744,615,517,684,1125,1459,1577,1655,675,756,584,55383,18422,166300,"Erath County, Texas",166,238,30,30,77,23,105,22,158,145,36,87,143,197,165,288,602,300,339,370,308,627,388,124,102,442,308,149,297,273,179,233,182,181,244,245,360,311,350,198,212,152,4591,111,16727
"G4801450","2016-2020","TX",,,"Texas","48","Falls County","145",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48145",,,"Falls County, Texas",12198,373,0,0,0,14,87,0,88,160,84,266,400,430,357,492,3631,629,800,1995,877,1095,278,70,72,5552,766,461,238,311,523,388,220,194,207,345,563,575,320,159,160,122,36854,7779,76900,"Falls County, Texas",139,185,22,22,22,36,54,22,75,89,57,98,96,139,118,213,397,121,167,359,188,227,89,46,45,315,194,126,98,103,196,136,85,80,108,105,209,131,99,70,67,62,5470,81,10591
"G4801470","2016-2020","TX",,,"Texas","48","Fannin County","147",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48147",,,"Fannin County, Texas",24604,250,2,6,0,0,44,0,126,144,243,413,618,592,789,325,7014,1853,2178,4153,1441,2999,1150,157,107,12391,1027,422,577,536,605,416,614,602,545,1071,1214,1693,1166,622,609,672,57898,14478,139200,"Fannin County, Texas",157,74,3,10,30,30,32,30,64,67,131,130,173,123,169,91,509,255,326,400,184,303,229,107,68,329,214,105,151,111,139,106,146,160,136,192,197,231,198,128,148,156,3258,176,10116
"G4801490","2016-2020","TX",,,"Texas","48","Fayette County","149",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48149",,,"Fayette County, Texas",18468,270,0,0,0,12,95,0,33,270,78,220,268,242,165,357,6558,736,1600,2127,1312,3011,889,129,96,9033,592,481,386,330,584,278,405,334,408,566,992,1417,824,542,387,507,62872,14010,193200,"Fayette County, Texas",121,139,26,26,26,22,73,26,32,153,52,108,116,105,80,130,465,202,257,324,274,387,233,66,67,412,164,147,139,112,182,89,138,108,191,165,207,225,176,136,128,129,4911,65,18338
"G4801510","2016-2020","TX",,,"Texas","48","Fisher County","151",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48151",,,"Fisher County, Texas",2732,86,0,0,3,0,25,15,20,14,16,22,23,18,49,11,810,152,219,392,302,406,113,28,8,1676,111,90,66,90,79,69,123,64,88,214,121,177,200,59,81,44,52683,2236,63900,"Fisher County, Texas",118,39,14,14,5,14,19,12,18,12,18,18,19,19,35,13,97,49,63,78,73,93,48,24,12,134,46,45,35,37,32,36,47,39,45,71,45,60,56,27,44,34,2856,119,6226
"G4801530","2016-2020","TX",,,"Texas","48","Floyd County","153",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48153",,,"Floyd County, Texas",3783,153,0,0,27,4,46,27,44,59,28,120,100,140,129,63,935,186,292,552,285,421,136,33,3,2184,123,197,103,83,98,88,87,135,88,286,231,295,171,66,99,34,52714,2966,70300,"Floyd County, Texas",76,39,20,20,27,6,35,20,32,29,27,56,43,68,82,41,142,77,98,101,92,95,59,25,4,140,59,72,44,55,43,73,54,58,41,90,65,72,70,40,75,26,2891,25,9386
"G4801550","2016-2020","TX",,,"Texas","48","Foard County","155",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48155",,,"Foard County, Texas",885,0,0,0,0,9,12,0,0,10,8,17,14,62,30,4,208,47,114,145,92,84,29,0,0,509,29,36,29,47,59,32,25,28,19,66,31,49,27,2,6,24,39306,829,48500,"Foard County, Texas",134,14,14,14,14,15,18,14,14,16,10,21,16,51,24,5,53,32,66,51,49,39,23,14,14,79,26,28,26,38,34,24,20,21,21,35,22,47,19,4,7,20,11396,79,6741
"G4801570","2016-2020","TX",,,"Texas","48","Fort Bend County","157",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48157",,,"Fort Bend County, Texas",508472,10598,209,294,351,778,1288,762,1521,4407,1850,2751,4692,4619,4832,8068,76842,13819,24040,72243,38204,141155,69754,12693,12702,248299,8028,4215,4652,6371,5874,6117,6965,7297,6967,14816,22245,30349,29347,23274,32146,39636,100189,260936,277600,"Fort Bend County, Texas",46,1456,198,258,334,280,453,287,486,707,496,579,694,739,681,1008,2762,1465,1771,3139,2087,4234,3172,1038,1473,1170,1205,718,652,1010,739,701,894,903,926,1171,1765,1812,2063,1642,2118,1756,2043,250,3259
"G4801590","2016-2020","TX",,,"Texas","48","Franklin County","159",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48159",,,"Franklin County, Texas",7419,178,0,0,0,0,0,0,25,30,23,30,74,235,57,48,1532,320,447,1600,573,1668,494,15,70,3960,104,115,141,80,200,372,202,238,201,352,475,329,368,271,232,280,59632,5841,144300,"Franklin County, Texas",101,95,22,22,22,22,22,22,33,33,41,33,87,137,53,46,262,132,109,350,220,299,163,23,79,301,46,62,97,57,98,155,107,117,88,133,184,122,151,118,115,117,3774,23,13759
"G4801610","2016-2020","TX",,,"Texas","48","Freestone County","161",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48161",,,"Freestone County, Texas",13894,111,18,0,0,51,29,25,11,226,142,213,509,429,550,220,3427,987,871,2651,1372,1485,409,78,80,6736,481,389,414,338,444,385,189,247,381,378,566,858,633,275,472,286,52232,9565,116800,"Freestone County, Texas",147,83,21,22,22,60,28,26,19,127,66,68,161,115,170,92,358,191,173,302,286,301,113,68,55,301,123,153,141,121,116,102,74,85,182,94,182,192,178,110,137,140,6074,152,11962
"G4801630","2016-2020","TX",,,"Texas","48","Frio County","163",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48163",,,"Frio County, Texas",12515,503,0,20,46,82,225,185,106,476,247,287,808,670,490,246,3428,789,490,1587,804,528,313,92,93,4673,477,444,261,199,271,153,300,63,230,524,275,671,457,118,130,100,48708,5991,86000,"Frio County, Texas",411,211,26,37,36,61,140,133,60,196,130,124,257,270,181,114,523,287,206,423,277,209,146,95,80,299,212,157,150,135,165,87,152,68,114,199,127,227,231,71,61,82,8710,150,9106
"G4801650","2016-2020","TX",,,"Texas","48","Gaines County","165",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48165",,,"Gaines County, Texas",11335,894,13,0,10,75,157,136,120,839,388,559,365,371,331,74,2895,771,826,746,581,836,313,35,0,5878,360,402,328,267,414,212,108,133,162,405,603,792,534,446,368,344,62994,6505,141200,"Gaines County, Texas",213,257,22,26,24,70,102,158,82,281,178,213,180,172,168,75,369,233,223,226,233,275,148,40,26,178,160,162,163,159,157,111,93,106,106,153,191,250,225,206,140,155,5676,28,29380
"G4801670","2016-2020","TX",,,"Texas","48","Galveston County","167",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48167",,,"Galveston County, Texas",227013,2668,59,6,26,292,497,534,400,1760,950,1894,3431,3562,3897,3669,44678,11154,17114,35697,21814,48194,16461,4226,4030,125204,6761,5017,4601,5394,5004,4345,4750,4180,3878,7936,10981,14595,12529,9618,12319,13296,74633,148527,212600,"Galveston County, Texas",102,514,60,8,30,217,251,279,176,403,230,364,612,567,517,663,1974,1007,1100,1446,1358,2389,1293,450,690,1006,720,649,532,629,651,500,926,521,537,657,874,982,881,879,901,906,1798,172,4104
"G4801690","2016-2020","TX",,,"Texas","48","Garza County","169",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48169",,,"Garza County, Texas",4417,63,0,0,23,79,104,61,87,306,42,120,388,170,69,35,1017,368,222,613,107,362,172,8,1,1713,116,216,15,19,167,52,78,86,72,44,215,439,134,28,11,21,58938,2187,78200,"Garza County, Texas",275,45,20,20,25,52,47,56,54,99,55,57,121,99,40,26,212,125,91,176,68,106,92,12,3,187,72,119,22,20,76,54,49,60,50,35,92,156,84,23,15,22,19236,160,9270
"G4801710","2016-2020","TX",,,"Texas","48","Gillespie County","171",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48171",,,"Gillespie County, Texas",19583,278,0,0,0,55,48,0,73,258,51,263,245,238,278,232,5107,762,1136,2661,1211,4666,1605,325,91,10820,392,287,273,773,722,518,524,530,478,824,1266,1233,994,683,689,634,61445,13218,311300,"Gillespie County, Texas",146,142,26,26,26,66,51,26,67,153,38,133,167,128,128,119,478,241,195,417,251,404,351,120,55,414,138,133,134,292,275,142,183,178,181,205,239,246,248,217,187,151,4525,47,22236
"G4801730","2016-2020","TX",,,"Texas","48","Glasscock County","173",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48173",,,"Glasscock County, Texas",935,27,0,0,0,0,11,10,0,36,48,83,26,8,38,0,199,14,69,102,26,169,55,8,6,435,22,17,10,62,5,15,28,5,10,6,40,38,17,33,82,45,74375,526,303300,"Glasscock County, Texas",138,36,14,14,14,14,17,16,14,28,70,63,18,11,34,14,82,19,38,45,26,73,33,12,8,63,23,20,12,58,7,16,21,8,11,8,26,29,13,25,38,25,29366,63,83632
"G4801750","2016-2020","TX",,,"Texas","48","Goliad County","175",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48175",,,"Goliad County, Texas",5378,122,0,0,0,0,45,63,42,38,152,83,140,160,79,30,1142,212,556,1078,579,633,178,19,27,2840,293,225,203,141,96,209,110,62,81,112,283,268,220,135,196,206,50000,3780,129000,"Goliad County, Texas",112,92,20,20,20,20,52,44,42,35,128,60,95,93,57,30,182,95,165,190,187,147,79,23,27,182,113,92,84,73,57,95,65,61,47,52,109,95,82,57,85,96,14640,24,28999
"G4801770","2016-2020","TX",,,"Texas","48","Gonzales County","177",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48177",,,"Gonzales County, Texas",13459,274,0,0,100,56,151,117,106,308,166,134,563,488,548,198,5054,796,747,1316,662,1157,406,58,54,7465,373,452,363,438,379,320,325,359,281,532,1043,968,584,377,298,373,58210,9048,113700,"Gonzales County, Texas",75,121,26,26,85,51,66,60,71,114,82,73,153,189,140,83,399,220,155,226,171,228,117,37,44,244,100,136,111,145,143,117,105,118,110,117,248,160,131,136,94,108,5355,54,10325
"G4801790","2016-2020","TX",,,"Texas","48","Gray County","179",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48179",,,"Gray County, Texas",14615,283,0,30,27,25,78,57,57,556,119,123,552,334,451,271,3566,1131,1223,2349,1176,1551,498,131,27,7843,556,322,426,429,398,509,521,203,226,583,1007,902,794,271,388,308,54679,9995,79800,"Gray County, Texas",160,127,26,40,38,29,56,47,45,210,59,69,151,107,114,117,378,229,209,290,221,263,138,88,35,267,163,92,129,118,121,174,159,73,91,158,216,196,208,117,103,119,5117,89,4785
"G4801810","2016-2020","TX",,,"Texas","48","Grayson County","181",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48181",,,"Grayson County, Texas",90127,1242,20,8,31,0,57,131,111,729,233,786,1124,1733,1779,1349,21731,5284,8199,17145,9881,12687,4259,865,743,49327,2721,2373,1993,2379,2203,2495,2840,2171,1737,4485,5239,7033,4566,2678,2382,2032,58296,56749,152400,"Grayson County, Texas",252,333,31,13,41,33,45,103,79,261,123,256,263,304,426,330,1215,543,668,949,913,858,543,208,240,750,345,384,321,457,327,412,570,363,352,611,546,591,488,440,368,367,2001,118,5506
"G4801830","2016-2020","TX",,,"Texas","48","Gregg County","183",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48183",,,"Gregg County, Texas",80195,820,4,0,167,122,208,153,460,1740,304,663,1427,1981,2565,1737,18544,3885,5835,15764,6844,11908,3781,928,355,46174,3171,2242,2343,2398,2523,2800,2082,2068,2462,4189,4626,5169,3709,2204,2331,1857,52027,52256,144300,"Gregg County, Texas",57,241,6,33,227,76,126,90,201,388,148,268,352,353,413,378,1221,524,646,1010,704,1049,448,202,136,614,452,387,454,413,405,451,339,410,448,574,536,517,530,443,387,338,1820,172,5830
"G4801850","2016-2020","TX",,,"Texas","48","Grimes County","185",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48185",,,"Grimes County, Texas",19591,421,0,32,41,21,28,90,94,229,178,228,388,569,1056,300,4693,1992,1416,3032,1206,2204,1113,171,89,9206,525,473,348,497,582,588,305,355,365,829,656,1137,911,736,460,439,56086,11399,163200,"Grimes County, Texas",389,207,26,51,61,35,32,65,103,104,98,90,155,158,256,118,554,560,265,383,270,450,208,81,56,808,180,161,138,162,208,215,132,140,143,241,240,325,200,243,135,138,3424,716,13170
"G4801870","2016-2020","TX",,,"Texas","48","Guadalupe County","187",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48187",,,"Guadalupe County, Texas",107800,1858,15,16,2,95,433,119,237,823,459,914,1904,1400,1926,1863,28337,4712,9075,13388,10020,19500,8642,979,1083,55710,1995,1659,1618,1333,1908,2029,1933,2581,1862,4542,5991,8968,6274,4725,4808,3484,75774,59964,207700,"Guadalupe County, Texas",216,343,26,27,7,79,198,86,126,266,172,289,376,247,411,363,1490,488,788,960,895,1004,744,206,269,609,350,363,292,264,513,384,444,385,327,513,578,698,520,468,489,457,1690,106,3901
"G4801890","2016-2020","TX",,,"Texas","48","Hale County","189",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48189",,,"Hale County, Texas",20582,642,0,0,104,110,428,164,332,405,277,348,1003,563,481,302,5150,1638,1201,2818,1078,2301,988,80,169,10888,921,733,548,632,693,568,626,473,475,1162,997,1402,600,451,431,176,47500,13382,84500,"Hale County, Texas",104,180,30,30,86,82,156,91,150,150,131,108,243,150,144,142,519,257,216,424,240,363,242,55,127,329,214,196,149,184,175,165,186,145,194,240,176,246,138,152,132,83,3708,67,3535
"G4801910","2016-2020","TX",,,"Texas","48","Hall County","191",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48191",,,"Hall County, Texas",2081,25,0,0,6,0,9,0,0,81,16,37,47,128,11,34,593,128,150,273,163,275,98,0,7,1252,75,91,94,159,71,57,76,53,43,109,155,75,50,45,41,58,40197,1916,59900,"Hall County, Texas",51,15,14,14,9,14,10,14,14,40,15,28,27,54,10,26,91,49,52,64,59,75,68,14,8,94,39,39,44,59,36,26,36,28,25,51,49,40,29,29,22,34,5823,16,8055
